variableMetadata	mzMed	mzMin	mzMax	sizeSamp	scanMin	scanMax	nPeaks	meanSolvent	timeShifted	signalOverSolventPvalueMean	corSampPeakMean	corSampPeakSd	signalOverSolventRatioMean	variableID
M339.3449	339.344909090956	339.344024658203	339.345611572266	73	16	89	3	2143.94959852431	0	0	0.731728589307778	0.0566954888327393	Inf	M339.3449
M339.9876	339.987637081662	339.986846923828	339.988311767578	63	15	83	3	0	0	0	0.674664678596976	0.160112416866306	Inf	M339.9876
M340.2820	340.28199697816	340.281036376953	340.28271484375	64	15	87	3	0	0	0	0.875042128089866	0.0139844619544524	Inf	M340.2820
M341.2853	341.285330810547	341.284729003906	341.285980224609	61	15	85	3	0	0	0	0.640303876827074	0.0676352466688966	Inf	M341.2853
M341.3048	341.30479391138	341.304290771484	341.305419921875	69	15	90	3	48498.5204888238	0	0	0.838486786146986	0.0597909579568757	24.1037135310763	M341.3048
M342.3082	342.308193343725	342.307250976562	342.308959960938	69	15	100	3	10432.5000881619	0	0	0.718047785797936	0.0390663348046953	25.4050904190811	M342.3082
M345.1800	345.180027627537	345.179107666016	345.180694580078	97	18	125	3	0	0	0	-0.596345553908502	0.0256433739177604	Inf	M345.1800
M345.2422	345.242222090418	345.241485595703	345.243011474609	73	15	95	3	4600.48526340061	0	0	0.924305511178229	0.036224375982247	Inf	M345.2422
M346.2456	346.245593108396	346.244781494141	346.246520996094	70	15	100	3	0	0	0	0.8131876393321	0.075779482601139	Inf	M346.2456
M347.0678	347.067819139911	347.067047119141	347.068634033203	65	15	88	3	0	0	0	0.943321405678676	0.0290750642081599	Inf	M347.0678
M348.0711	348.071128280075	348.070007324219	348.071990966797	64	15	85	3	6398.82897406684	0	0	0.881460102241365	0.0250298430248905	78.024302668673	M348.0711
M348.3106	348.310605598219	348.309906005859	348.311248779297	71	15	95	3	0	0	0	0.838369329783106	0.0393734893768409	Inf	M348.3106
M349.0552	349.055233977562	349.054443359375	349.056060791016	105	18	132	3	0	0	0	-0.593067717895318	0.0352155751138447	Inf	M349.0552
M349.0659	349.065936149435	349.065216064453	349.066558837891	62	15	83	3	0	0	0	0.614707074681927	0.0593742171696872	Inf	M349.0659
M350.0181	350.018066265247	350.017120361328	350.018798828125	146.5	37	251	2	0	1	0	NA	NA	Inf	M350.0181
M353.0266	353.026617285857	353.02587890625	353.027526855469	103	21	130	3	0	0	0	-0.630937177459693	0.0106377402093594	Inf	M353.0266
M353.0355	353.035528261389	353.03466796875	353.036437988281	80	21	107	3	0	0	0	0.0415593376386851	0.217517930928172	Inf	M353.0355
M353.0758	353.075828552246	353.075134277344	353.076385498047	68	15	84	3	0	0	0	0.546113387310462	0.0563563224766887	Inf	M353.0758
M353.2660	353.266024076022	353.265716552734	353.266479492188	79	16	96	3	55395.5069679011	0	0	0.96926614897106	0.0110371031465568	388.074715040893	M353.2660
M354.0300	354.029998614337	354.028900146484	354.030853271484	99	17	126	3	0	1	0	NA	NA	Inf	M354.0300
M354.0389	354.038914518536	354.038177490234	354.039855957031	82	21	111	3	0	0	0	-0.329702614407795	0.170840538327836	Inf	M354.0389
M354.2694	354.269373844379	354.268707275391	354.270080566406	65	15	86	3	9929.12418183826	0	0	0.952474634648128	0.00482452378689625	404.076170661527	M354.2694
M355.2715	355.271483666341	355.269317626953	355.273406982422	65.5	15	100	6	0	0	0	0.637968415258632	0.148617461923607	Inf	M355.2715
M356.2558	356.255824497768	356.254974365234	356.256561279297	67	15	84	3	0	0	0	0.498559428966505	0.060484024336076	Inf	M356.2558
M359.0070	359.006959402902	359.006164550781	359.007904052734	92	43	135	1	0	1	0	NA	NA	Inf	M359.0070
M359.0310	359.03100308505	359.030303955078	359.031707763672	98	19	130	3	0	0	0	-0.447349952327448	0.388784017778059	Inf	M359.0310
M359.0436	359.043564429855	359.042846679688	359.044403076172	77	21	109	3	0	0	0	0.269462041789053	0.192721600212457	Inf	M359.0436
M359.1851	359.185088082646	359.184387207031	359.185760498047	72	15	98	3	0	0	0	0.889303072395172	0.0305995230412813	Inf	M359.1851
M359.3154	359.315360969597	359.314971923828	359.315795898438	77	15	100	3	73623.4511999591	0	0	0.908351255310624	0.029409749564817	32.6533517001473	M359.3154
M360.0470	360.046971684009	360.046142578125	360.047882080078	77	21	107	3	0	0	0	-0.0364180292280478	0.156037173400297	Inf	M360.0470
M360.1884	360.188445575421	360.187744140625	360.189117431641	64	15	86	3	0	0	0	0.57308986536948	0.133863913240668	Inf	M360.1884
M360.3188	360.318765222491	360.317810058594	360.319549560547	65.5	15	100	4	13357.1125665873	0	0	0.820564797455	0.0578519241653199	35.9229227439932	M360.3188
M360.3235	360.323476776912	360.322570800781	360.324279785156	70	15	92	3	5066.71145290799	0	0	0.959636817160788	0.0273832673675444	Inf	M360.3235
M361.3268	361.326848830532	361.326080322266	361.327697753906	70	15	88	3	0	0	0	0.880840257063351	0.0234316818902464	Inf	M361.3268
M362.1508	362.150843227611	362.150177001953	362.151519775391	76	16	102	3	0	0	0	0.972036079427871	0.00977845016693986	Inf	M362.1508
M363.1542	363.154240396724	363.153350830078	363.154968261719	71	16	88	3	0	0	0	0.921364884270311	0.0322273738206695	Inf	M363.1542
M364.1575	364.157522201538	364.156677246094	364.158233642578	64	17	90	3	0	0	0	0.38523728096289	0.225254472804603	Inf	M364.1575
M366.2314	366.231351758857	366.230529785156	366.232330322266	89.5	16	112	2	0	0	0	-0.472333641284454	0.207497404603788	Inf	M366.2314
M367.2241	367.224138305664	367.223236083984	367.224945068359	69	15	86	3	0	0	0	0.964315473560308	0.0153839159914531	Inf	M367.2241
M368.2275	368.227501785995	368.226715087891	368.228302001953	65	15	87	3	0	0	0	0.907567635719456	0.0250891094576069	Inf	M368.2275
M368.9945	368.994531204452	368.993865966797	368.995208740234	191	16	207	1	0	1	0	NA	NA	Inf	M368.9945
M369.0006	369.000565199419	368.999572753906	369.001739501953	87	15	120	3	0	0	0	-0.452163950794636	0.171386264329881	Inf	M369.0006
M369.2309	369.23093821633	369.22998046875	369.231719970703	60.5	23	87	2	2619.65395507812	0	5.0349557917384e-06	0.517828841986149	0.100057308589355	Inf	M369.2309
M369.2400	369.239954148677	369.239074707031	369.2412109375	66	16	86	3	8059.29936885127	0	0	0.958659650272306	0.0241166946746373	492.890523529301	M369.2400
M369.3514	369.351375382831	369.350433349609	369.352294921875	69	15	100	3	6931.02895682199	0	0	0.295965095683975	0.181957449476549	18.209734740072	M369.3514
M370.2433	370.243298124931	370.242340087891	370.244384765625	68	15	86	3	0	0	0	0.887879645473621	0.0234442764519507	Inf	M370.2433
M371.2381	371.238074860749	371.237152099609	371.23876953125	69	15	100	3	0	0	0	0.741271246683903	0.0326922904083983	Inf	M371.2381
M371.2643	371.264299268846	371.263488769531	371.265289306641	93	17	122	3	0	0	0	-0.360102223957617	0.15658437778816	Inf	M371.2643
M375.0086	375.008551890676	375.007781982422	375.009368896484	94	16	115	3	0	0	0	-0.296663884545515	0.128003677692887	Inf	M375.0086
M375.0175	375.017495110848	375.0166015625	375.018463134766	73	19	101	3	0	0	0	0.285080909260928	0.214241814595058	Inf	M375.0175
M376.2974	376.297402028098	376.296478271484	376.298217773438	62	17	86	3	0	0	0	0.880832317913888	0.0170523854376505	Inf	M376.2974
M376.3419	376.341909235174	376.341339111328	376.342834472656	77	15	95	3	0	0	0	0.921748750231058	0.0111341359821472	Inf	M376.3419
M376.9932	376.993239454686	376.992309570312	376.994018554688	109.5	36	159	2	0	1	0	NA	NA	Inf	M376.9932
M377.0502	377.05018122056	377.049072265625	377.050964355469	100	20	138	3	0	1	0	NA	NA	Inf	M377.0502
M377.3008	377.30082248997	377.300170898438	377.301452636719	60	17	86	3	0	0	0	0.480053808806676	0.0438300340297847	Inf	M377.3008
M377.3453	377.345314837517	377.344512939453	377.345977783203	62	15	85	3	0	0	0	0.658106415276369	0.120723448923078	Inf	M377.3453
M381.0256	381.025553546885	381.024627685547	381.026550292969	74	19	100	3	0	0	0	0.377983516558525	0.221913831071037	Inf	M381.0256
M381.1671	381.167054502511	381.165954589844	381.167938232422	65	15	84	3	0	0	0	0.951308393945631	0.0178267484399483	Inf	M381.1671
M381.2973	381.297335431292	381.296997070312	381.297546386719	72	16	92	3	166371.077837137	0	0	0.9668074120879	0.00978001044860743	246.118538886484	M381.2973
M382.1704	382.170396652897	382.169464111328	382.171112060547	69	15	86	3	0	0	0	0.889413687465081	0.0173751235736357	Inf	M382.1704
M382.3007	382.300654911495	382.299865722656	382.301483154297	69	16	89	3	23477.8506137025	0	0	0.960042773466273	0.0109736288752089	398.498362187518	M382.3007
M383.1157	383.115690148395	383.115051269531	383.116302490234	63	15	82	3	0	0	0	0.672085752932353	0.0960991445873311	Inf	M383.1157
M383.1980	383.198044797207	383.197326660156	383.198974609375	65	17	86	3	0	0	0	0.899403049556902	0.0162241948910758	Inf	M383.1980
M383.3028	383.302774075194	383.300476074219	383.304992675781	62	15	86	6	1083.83060709635	0	0	0.77788117484152	0.13919468352866	Inf	M383.3028
M384.1328	384.132757302989	384.131896972656	384.133544921875	68	15	96	3	0	0	0	0.804635291378216	0.0140548952207708	Inf	M384.1328
M384.2014	384.20138658796	384.200775146484	384.202209472656	60	16	85	3	0	0	0	0.610659944477592	0.106629684094695	Inf	M384.2014
M390.9764	390.976445764549	390.975646972656	390.977203369141	90	53	170	2	0	1	0	NA	NA	Inf	M390.9764
M390.9825	390.982525956003	390.981567382812	390.983337402344	86	19	119	3	0	0	0	-0.421852233041722	0.113654965434912	Inf	M390.9825
M393.0643	393.064341669497	393.063507080078	393.065246582031	80	15	113	3	0	0	0	-0.156334047602914	0.210187693277483	Inf	M393.0643
M393.0830	393.082997189652	393.082122802734	393.083923339844	58.5	21	86	2	0	0	0	0.798927895777457	0.0753795881492824	Inf	M393.0830
M393.2051	393.205148824056	393.204223632812	393.206237792969	69	15	87	3	0	0	0	0.436627906767425	0.144756362655098	Inf	M393.2051
M394.2236	394.22358452292	394.222778320312	394.224365234375	72	15	95	3	0	0	0	0.673484612768957	0.0486420837307855	Inf	M394.2236
M396.9905	396.990521786818	396.989593505859	396.991638183594	78	21	116	3	0	0	0	-0.430617271028269	0.0461838677595034	Inf	M396.9905
M396.9995	396.999478488498	396.998565673828	397.000274658203	74	19	100	3	0	0	0	0.332963325121313	0.247559585758563	Inf	M396.9995
M397.1409	397.140929278205	397.140014648438	397.141693115234	63	15	84	3	0	0	0	0.855387573959028	0.00796071365945352	Inf	M397.1409
M397.2712	397.271231911399	397.270538330078	397.272033691406	69	17	86	5	14943.0051642923	0	0	0.964780350970866	0.0237396469603843	640.556604299351	M397.2712
M398.1443	398.144310551396	398.143646240234	398.145141601562	60	18	80	2	0	0	0	0.523642703285667	0.0488316069872473	Inf	M398.1443
M398.2746	398.274636015339	398.273559570312	398.27587890625	66	15	86	3	6166.25875198929	0	0	0.922378281922559	0.023426598850411	243.524376378771	M398.2746
M398.7616	398.761638390805	398.760681152344	398.7626953125	90	15	121	3	0	0	0	-0.383784606821649	0.183392336097583	Inf	M398.7616
M399.2632	399.26324067699	399.257781982422	399.264373779297	97	15	117	5	0	0	0	-0.293683920606726	0.193066450098135	Inf	M399.2632
M399.2694	399.269363135622	399.2685546875	399.270141601562	69	15	95	3	0	0	0	0.848414017148809	0.0212313810757951	Inf	M399.2694
M399.2779	399.277884589301	399.276336669922	399.278930664062	59	21	86	3	0	0	0	0.702924112211601	0.0784471285901654	Inf	M399.2779
M399.7694	399.769407908122	399.768493652344	399.770263671875	99	15	119	3	0	0	0	-0.350842523163154	0.228047187500206	Inf	M399.7694
M400.1067	400.106708061404	400.105895996094	400.107482910156	68	15	100	3	0	0	0	0.313101387679461	0.33351777621508	Inf	M400.1067
M405.9470	405.947008803553	405.945343017578	405.947998046875	101.5	20	139	2	0	0	0	-0.211084317847276	0.450833575681927	Inf	M405.9470
M407.2208	407.220834622384	407.219940185547	407.221893310547	79	15	103	3	0	0	0	0.911938857203279	0.0474141098198447	Inf	M407.2208
M408.2242	408.224153998178	408.223114013672	408.225067138672	70	16	95	3	0	0	0	0.833565786870577	0.0484762094141196	Inf	M408.2242
M408.2391	408.239146260926	408.238189697266	408.239929199219	70	15	88	3	0	0	0	0.894039912458976	0.0214611881050423	Inf	M408.2391
M409.2166	409.216576071346	409.215515136719	409.217559814453	69	16	91	3	0	0	0	0.62258023401789	0.107941782523627	Inf	M409.2166
M409.2275	409.227548871722	409.226837158203	409.228454589844	79	15	100	3	0	0	0	-0.061297498911042	0.117818122323723	Inf	M409.2275
M409.2425	409.24248010972	409.241668701172	409.243225097656	58	15	82	3	0	0	0	0.513939783386523	0.0603139561476597	Inf	M409.2425
M409.3286	409.328623246173	409.327575683594	409.329681396484	65	15	83	3	7788.14947715271	0	0	0.769688768319508	0.0215366202758255	32.714841936969	M409.3286
M410.9852	410.985202937931	410.983947753906	410.985961914062	93	18	127	3	0	0	0	-0.459337921211287	0.0291213066834475	Inf	M410.9852
M411.2247	411.224657025254	411.223815917969	411.225433349609	68	17	95	3	0	0	0	0.868185723184761	0.0251393504052135	Inf	M411.2247
M411.7694	411.769431114197	411.767974853516	411.770324707031	93	16	119	3	0	0	0	-0.353643180580166	0.287702235932411	Inf	M411.7694
M412.7773	412.777263335068	412.776184082031	412.7783203125	101	15	118	3	0	0	0	-0.48337949403386	0.240911250641472	Inf	M412.7773
M413.2790	413.278985207541	413.277557373047	413.280059814453	79.5	16	116	2	0	0	0	-0.349790829625239	0.141927042030118	Inf	M413.2790
M414.9971	414.997087980572	414.995788574219	414.997955322266	126	15	251	3	0	1	0	NA	NA	Inf	M414.9971
M415.2114	415.211355153225	415.21044921875	415.212493896484	69	15	100	3	4049.78806152344	0	0	0.886127205455225	0.0283816491951169	Inf	M415.2114
M415.2365	415.236474117517	415.235595703125	415.237701416016	94	16	113	3	11392.5105008212	0	0	-0.413877250531702	0.177439961305968	47.0631777787481	M415.2365
M416.2147	416.214674049449	416.213684082031	416.215576171875	70	15	91	3	0	0	0	0.783765162552963	0.128904322761871	Inf	M416.2147
M416.2399	416.239878100018	416.238952636719	416.240997314453	87	15	114	3	0	0	0	-0.39176336428029	0.234936251058647	Inf	M416.2399
M417.0021	417.002123564677	417.001068115234	417.002960205078	76	18	100	3	0	0	0	0.440011381825003	0.166550093018422	Inf	M417.0021
M418.9993	418.999282132662	418.998352050781	419.000274658203	71	18	99	3	0	0	0	0.157205364858307	0.252966821027384	Inf	M418.9993
M421.2535	421.253461767126	421.252288818359	421.254364013672	66	15	84	3	0	0	0	0.796831290139611	0.0145769539185853	Inf	M421.2535
M427.2903	427.290253878467	427.289093017578	427.291351318359	63	15	95	3	6125.41933477493	0	6.80996630197939e-07	-0.228299255413321	0.20654407241957	38.6781947947841	M427.2903
M429.0216	429.021555474464	429.020721435547	429.022552490234	101	19	132	3	0	0	0	-0.637719100400908	0.0253153734405178	Inf	M429.0216
M429.2027	429.202731892214	429.201721191406	429.203857421875	64	15	87	3	0	0	0	0.872245868260398	0.0193617631726061	Inf	M429.2027
M430.2061	430.20613945855	430.204833984375	430.207000732422	65	15	84	3	0	0	0	0.559767143265442	0.154433403575599	Inf	M430.2061
M430.9136	430.913623305866	430.912170410156	430.914733886719	59.5	16	84	2	12115.2216134208	0	0.0035540356013064	0.285854307312169	0.0633493097626905	7.0768092562285	M430.9136
M432.2378	432.237833513532	432.236755371094	432.238800048828	67	18	87	3	0	0	0	0.925818433215883	0.00548523486278598	Inf	M432.2378
M432.9672	432.967223136656	432.965911865234	432.968170166016	84	21	132	3	0	0	0	-0.436390755833085	0.10227161690121	Inf	M432.9672
M432.9761	432.97612508138	432.975219726562	432.976989746094	69	20	99	3	0	0	0	0.435404660447093	0.154589043793404	Inf	M432.9761
M433.0077	433.007674913966	433.006622314453	433.008880615234	116	21	143	3	0	1	0	NA	NA	Inf	M433.0077
M433.2412	433.241183397247	433.239868164062	433.242004394531	61	19	88	3	0	0	0	0.747247176141663	0.0610414099463398	Inf	M433.2412
M435.2116	435.211616383593	435.21044921875	435.212615966797	67	15	86	2	0	0	0	0.508822295558779	0.0950621845417471	Inf	M435.2116
M436.9790	436.979042211072	436.976806640625	436.980072021484	99	18	244	3	0	1	0	NA	NA	Inf	M436.9790
M437.1932	437.193246592646	437.192474365234	437.194580078125	68	15	85	5	29757.0651423675	0	0	0.933471446424196	0.00757041465979725	215.958762319364	M437.1932
M438.1966	438.196598157712	438.195556640625	438.197540283203	69	15	86	3	9308.38628092827	0	0	0.897873345808204	0.012287450259807	142.640051385938	M438.1966
M438.9842	438.984162454044	438.983093261719	438.985076904297	66	19	94	3	0	0	0	0.480627482693494	0.108076333611638	Inf	M438.9842
M439.2000	439.200005073052	439.199005126953	439.200897216797	58	16	85	3	0	0	0	0.466362905494966	0.113364578793973	Inf	M439.2000
M439.2559	439.255941873068	439.254913330078	439.2568359375	66	16	88	3	0	0	0	0.883571147496152	0.012328839363122	Inf	M439.2559
M440.2594	440.259398566352	440.258148193359	440.260101318359	60	18	87	3	0	0	0	0.626820478146194	0.0968937501506167	Inf	M440.2594
M441.2530	441.252962153009	441.251800537109	441.253723144531	63	15	84	3	0	0	0	0.614160401501806	0.0276022218315679	Inf	M441.2530
M441.2974	441.297373644989	441.296020507812	441.298309326172	62	19	87	3	4391.11151801215	0	0	0.467655912994571	0.150005144076709	Inf	M441.2974
M442.9960	442.996017940251	442.994934082031	442.997039794922	139.5	16	233	2	0	1	0	NA	NA	Inf	M442.9960
M443.2678	443.267810964374	443.2666015625	443.268768310547	101	16	120	4	23309.1213529193	0	0	-0.466747337927125	0.127266842138226	62.4140439712608	M443.2678
M444.2712	444.271189026913	444.270141601562	444.272521972656	94	15	117	3	8630.54769170852	0	1.24646816463958e-05	-0.475752672199768	0.118919716841578	28.6220702945184	M444.2712
M445.1766	445.176633834839	445.175506591797	445.177673339844	64	15	81	3	0	0	0	0.548702850403968	0.08082095697565	Inf	M445.1766
M449.2848	449.284758929715	449.283447265625	449.28564453125	64	15	84	3	0	0	0	0.866501204311929	0.0384629931400967	Inf	M449.2848
M450.2882	450.288199462891	450.287445068359	450.2890625	62	15	81	3	0	0	0	0.579257758778442	0.0270254865020325	Inf	M450.2882
M451.0036	451.003559366862	451.00244140625	451.004455566406	102	20	132	3	0	0	0	-0.554017022053413	0.0489477557788319	Inf	M451.0036
M453.1672	453.167210865188	453.166137695312	453.168121337891	68	15	86	4	14664.8528130425	0	0	0.938175703943983	0.0178537423383877	341.255901807815	M453.1672
M454.1706	454.170591579648	454.16943359375	454.171844482422	64	15	84	3	4337.11656901042	0	0	0.892587119886191	0.0299933681011106	Inf	M454.1706
M454.9581	454.958146315355	454.957122802734	454.95947265625	69	21	96	3	0	0	0	0.265240176859348	0.167525707661862	Inf	M454.9581
M455.1653	455.165341584579	455.163940429688	455.166290283203	64	15	82	3	0	0	0	0.720413826739759	0.0494530115856076	Inf	M455.1653
M455.1740	455.173970031738	455.172790527344	455.174896240234	63	15	82	3	0	0	0	0.393188260298035	0.0206816163286448	Inf	M455.1740
M455.2299	455.22991697206	455.228454589844	455.230895996094	58.5	19	81	2	0	0	0	0.651310547549712	0.0635025602817285	Inf	M455.2299
M457.0205	457.020505507362	457.019500732422	457.021484375	93.5	19	123	2	0	0	0	-0.559615370961895	0.0892266921125347	Inf	M457.0205
M459.0772	459.077176958502	459.075805664062	459.078338623047	205	36	251	3	0	1	0	NA	NA	Inf	M459.0772
M460.3268	460.326755015055	460.325714111328	460.327606201172	68	15	103	2	0	0	0	0.131371817427845	0.0841414520503463	Inf	M460.3268
M462.3424	462.34238719039	462.341094970703	462.343322753906	79	15	96	3	0	0	0	0.495178170263798	0.208345319417313	Inf	M462.3424
M463.3458	463.345787007564	463.344512939453	463.346801757812	76	15	93	3	0	0	0	0.579144413841159	0.126099636244033	Inf	M463.3458
M464.3492	464.349151611328	464.348480224609	464.349853515625	66	16	82	1	0	0	0	0.341028189239708	NA	Inf	M464.3492
M464.3579	464.35791984437	464.356903076172	464.358795166016	61	53	114	1	0	0	0	-0.418268094201296	NA	Inf	M464.3579
M465.2586	465.258579161109	465.2578125	465.259429931641	66	15	89	3	0	0	0	0.540092913229479	0.107694806316606	Inf	M465.2586
M467.1018	467.101844609776	467.101013183594	467.102844238281	63	15	83	2	0	0	0	0.737571745539387	0.13213673531525	Inf	M467.1018
M467.1253	467.125313984599	467.124237060547	467.126068115234	62	20	85	3	0	0	0	0.895508376037879	0.0270605723981165	Inf	M467.1253
M468.1014	468.101350148519	468.100524902344	468.101989746094	51	24	75	1	0	0	0	0.405285424837646	NA	Inf	M468.1014
M468.1286	468.128562644676	468.12744140625	468.129547119141	59	21	85	3	0	0	0	0.709866698541102	0.110064659403038	Inf	M468.1286
M469.2726	469.272583622095	469.271789550781	469.273315429688	65	19	88	2	0	0	0	0.354537437056363	0.137037790576726	Inf	M469.2726
M483.2884	483.28844795975	483.287445068359	483.289886474609	61	20	87	3	0	0	0	0.854969431794652	0.040828609465591	Inf	M483.2884
M484.2229	484.222907791138	484.221923828125	484.223968505859	72	15	95	3	0	0	0	0.906227179163185	0.0136492766228139	Inf	M484.2229
M484.3243	484.324321578789	484.323150634766	484.325469970703	66	15	91	3	0	0	0	0.792462856824906	0.0618260593093719	Inf	M484.3243
M485.2262	485.226244325991	485.225341796875	485.227264404297	64	15	86	3	0	0	0	0.733762035541572	0.0339707030274071	Inf	M485.2262
M485.2874	485.287439441005	485.286224365234	485.288543701172	64	16	80	1	7767.04993785511	0	4.65232530959536e-05	0.0547650866080467	NA	5.41115130233741	M485.2874
M485.3276	485.32762781779	485.326568603516	485.328735351562	66	15	82	3	0	0	0	0.673342621654558	0.0463035480976789	Inf	M485.3276
M490.3064	490.306360473633	490.304626464844	490.3076171875	66	15	86	3	0	0	0	0.788524142265358	0.0444690518418614	Inf	M490.3064
M496.3397	496.339689922751	496.338409423828	496.340850830078	71	15	95	3	0	0	0	0.498032061687978	0.193734299018711	Inf	M496.3397
M497.3430	497.343010519915	497.341796875	497.344146728516	74	16	100	3	0	0	0	0.306939074627984	0.105252306169606	Inf	M497.3430
M499.1639	499.163882300967	499.162750244141	499.164978027344	94	16	118	3	0	0	0	-0.299891459303074	0.0888410729433283	Inf	M499.1639
M500.2983	500.298342285156	500.296508789062	500.299285888672	69	15	95	3	0	0	0	0.477692002578142	0.0552101551577063	Inf	M500.2983
M504.3219	504.321945411572	504.320861816406	504.322967529297	69	16	86	3	0	0	0	0.895165075566939	0.0199309605702416	Inf	M504.3219
M505.3255	505.325479125977	505.324340820312	505.326507568359	58	17	85	3	0	0	0	0.671392497482042	0.0777762959717603	Inf	M505.3255
M507.2716	507.271566199247	507.270538330078	507.272857666016	65.5	16	89	2	0	0	0	0.229510939019712	0.229944485187631	Inf	M507.2716
M511.1082	511.108214484321	511.107116699219	511.109649658203	94	21	123	3	0	0	0	-0.589991911857329	0.0269297097488854	Inf	M511.1082
M518.3216	518.321627897375	518.320129394531	518.322692871094	67	15	86	3	0	0	0	0.815394991853876	0.0505468947332756	Inf	M518.3216
M519.3250	519.32498224998	519.32373046875	519.325988769531	68	15	95	3	0	0	0	0.606374684571494	0.102199809135733	Inf	M519.3250
M520.3397	520.339651810496	520.338195800781	520.340759277344	72	15	100	3	0	0	0	0.306806953476875	0.102493886359427	Inf	M520.3397
M522.2962	522.296154315655	522.294982910156	522.297241210938	67	15	86	3	0	0	0	0.648988405558258	0.082991223880429	Inf	M522.2962
M522.3553	522.355263943142	522.35400390625	522.3564453125	65	15	86	3	0	0	0	0.0649490803070133	0.113310680369823	Inf	M522.3553
M524.3710	524.370968194864	524.369567871094	524.37255859375	69	15	95	3	0	0	0	0.338323095686858	0.274366970810394	Inf	M524.3710
M533.3295	533.329502914891	533.328308105469	533.330871582031	62	15	80	3	0	0	0	0.393076160952461	0.11570842043288	Inf	M533.3295
M534.2956	534.295569443121	534.294006347656	534.296630859375	62	15	84	3	0	0	0	0.564446588462097	0.134517600130775	Inf	M534.2956
M540.3068	540.306774902344	540.305358886719	540.308166503906	63	16	90	3	0	0	0	0.487882447556629	0.0768371055889274	Inf	M540.3068
M542.3216	542.321599324544	542.320068359375	542.322875976562	64	15	80	3	0	0	0	0.671716601701407	0.0402845255921093	Inf	M542.3216
M543.3252	543.325185602361	543.324096679688	543.325988769531	60	15	82	2	0	0	0	0.255903263837657	0.0123162686935174	Inf	M543.3252
M544.3130	544.312953948975	544.3115234375	544.314025878906	79	15	100	3	0	0	0	0.676171872332615	0.0586776792387644	Inf	M544.3130
M544.3375	544.337450110394	544.336059570312	544.339294433594	63	15	83	3	0	0	0	0.488932022264442	0.0280733106250675	Inf	M544.3375
M545.3162	545.316207159133	545.314880371094	545.3173828125	59	15	81	3	0	0	0	0.484024579960129	0.111256082781819	Inf	M545.3162
M546.3530	546.352993164062	546.351684570312	546.354248046875	68	15	100	3	0	0	0	0.683152351756996	0.0378650162538381	Inf	M546.3530
M547.3086	547.308591258769	547.307006835938	547.309814453125	59	16	85	3	0	0	0	0.839218993434919	0.0264105169466626	Inf	M547.3086
M547.3565	547.356479810632	547.355346679688	547.357727050781	64.5	15	81	2	0	0	0	0.41405076831661	0.016775038203018	Inf	M547.3565
M548.3118	548.311819637523	548.310729980469	548.312805175781	62	20	86	3	0	0	0	0.698711688888908	0.0253376605565282	Inf	M548.3118
M549.3056	549.305561507958	549.303833007812	549.306701660156	60.5	22	85	2	0	0	0	0.684817966673677	0.00800609686232997	Inf	M549.3056
M549.3241	549.324134377872	549.32275390625	549.325256347656	58	21	87	3	0	0	0	0.727924958032709	0.0882342032605275	Inf	M549.3241
M561.3608	561.360847473145	561.359191894531	561.362121582031	67	15	86	3	0	0	0	0.62724621242417	0.058114821576666	Inf	M561.3608
M561.3799	561.379933580326	561.378601074219	561.381164550781	67.5	21	92	2	0	0	0	0.413917201301806	0.115125152777133	Inf	M561.3799
M563.3399	563.339866965336	563.338562011719	563.341003417969	67	15	88	3	0	0	0	0.914924642589432	0.0162113042652197	Inf	M563.3399
M564.2744	564.274371603261	564.273010253906	564.275390625	72	15	89	3	0	0	0	0.906443060776892	0.014724754533969	Inf	M564.2744
M564.3432	564.343202986807	564.341796875	564.344543457031	61	19	86	3	0	0	0	0.859483637427584	0.0251846184900957	Inf	M564.3432
M565.2778	565.277754465739	565.276306152344	565.279296875	66	16	87	3	0	0	0	0.811803511244146	0.0436177109046607	Inf	M565.2778
M565.3370	565.336955778405	565.334533691406	565.338684082031	62	20	85	3	0	0	0	0.84759189292234	0.0302125232505352	Inf	M565.3370
M565.3555	565.355463115986	565.35400390625	565.3564453125	71	15	95	3	0	0	0	0.863888222898418	0.052502573078918	Inf	M565.3555
M566.2900	566.290014992297	566.288269042969	566.291015625	70	17	88	3	0	0	0	0.897794251837242	0.00879920658825972	Inf	M566.2900
M566.3404	566.340352749295	566.339111328125	566.341552734375	61	21	86	2	0	0	0	0.548227200961377	0.00878279825544737	Inf	M566.3404
M566.3588	566.35878499349	566.357849121094	566.360107421875	62	15	85	3	0	0	0	0.6530584415815	0.0110553753298972	Inf	M566.3588
M567.2934	567.293387399593	567.291809082031	567.294860839844	68	16	87	3	0	0	0	0.778098542287749	0.0439109577330244	Inf	M567.2934
M567.3524	567.35244516226	567.351318359375	567.353576660156	66	20	93	3	0	0	0	0.552839282573146	0.0904742250678147	Inf	M567.3524
M568.2693	568.269317004145	568.267822265625	568.270629882812	68	16	85	3	0	0	0	0.765211426965915	0.0905356907655323	Inf	M568.2693
M575.3343	575.334318273208	575.332946777344	575.335510253906	60	15	100	3	0	0	0	0.601066312620648	0.132699812859809	Inf	M575.3343
M576.2805	576.280480521066	576.279174804688	576.281677246094	58	17	75	1	0	0	0	0.426922149120853	NA	Inf	M576.2805
